"CVEGEO","NOM_ENT","NOM_MUN","Poblacion_total","Poblacion_total_Femenina","Poblacion_total_Femenina_11A17","Poblacion_total_Femenina_18A20","Poblacion_total_Femenina_11A20","Conteo_nacimientos","Porcentaje_nacimientos","Porcentaje_libre","area"
20490,"Oaxaca","Santiago Texcalcingo",2974,1569,268,131,399,30,7.5187969924812,92.4812030075188,16654706.8847301
20491,"Oaxaca","Santiago Textitlán",4950,2510,447,211,658,26,3.95136778115502,96.048632218845,252725515.549366
20492,"Oaxaca","Santiago Tilantongo",2764,1490,221,75,296,7,2.36486486486486,97.6351351351351,248570274.671018
20493,"Oaxaca","Santiago Tillo",548,280,33,8,41,1,2.4390243902439,97.5609756097561,17123701.080163
20494,"Oaxaca","Santiago Tlazoyaltepec",6307,3384,538,237,775,1,0.129032258064516,99.8709677419355,63302756.8800957
20495,"Oaxaca","Santiago Xanica",3041,1487,232,93,325,9,2.76923076923077,97.2307692307692,137631003.674105
20496,"Oaxaca","Santiago Xiacuí",1893,987,130,60,190,NA,NA,NA,63521287.6012843
20497,"Oaxaca","Santiago Yaitepec",4233,2327,384,141,525,19,3.61904761904762,96.3809523809524,41095028.7343397
20498,"Oaxaca","Santiago Yaveo",7948,3741,506,195,701,35,4.99286733238231,95.0071326676177,1027571466.24368
20499,"Oaxaca","Santiago Yolomécatl",1927,1033,113,57,170,9,5.29411764705882,94.7058823529412,67134620.8293115
20500,"Oaxaca","Santiago Yosondúa",7997,4233,630,188,818,39,4.76772616136919,95.2322738386308,335248089.04111
20501,"Oaxaca","Santiago Yucuyachi",1001,504,48,23,71,2,2.8169014084507,97.1830985915493,50310748.3820834
20502,"Oaxaca","Santiago Zacatepec",5095,2604,380,130,510,31,6.07843137254902,93.921568627451,213717705.773079
20503,"Oaxaca","Santiago Zoochila",425,219,16,11,27,NA,NA,NA,8240273.02338944
20504,"Oaxaca","Nuevo Zoquiápam",1593,827,118,52,170,7,4.11764705882353,95.8823529411765,100984248.308605
20505,"Oaxaca","Santo Domingo Ingenio",7684,3914,435,165,600,12,2,98,199868133.644482
20506,"Oaxaca","Santo Domingo Albarradas",801,420,46,14,60,2,3.33333333333333,96.6666666666667,43724197.8889351
20507,"Oaxaca","Santo Domingo Armenta",3157,1572,261,77,338,14,4.14201183431953,95.8579881656805,144504960.524081
20508,"Oaxaca","Santo Domingo Chihuitán",1618,821,82,32,114,3,2.63157894736842,97.3684210526316,71296569.9357155
20509,"Oaxaca","Santo Domingo de Morelos",11384,5914,984,389,1373,94,6.8463219227968,93.1536780772032,105690534.389402
20510,"Oaxaca","Santo Domingo Ixcatlán",760,415,42,23,65,NA,NA,NA,17978776.9787406
20511,"Oaxaca","Santo Domingo Nuxaá",3342,1690,303,98,401,26,6.48379052369077,93.5162094763092,146777472.840221
20512,"Oaxaca","Santo Domingo Ozolotepec",1103,570,79,36,115,2,1.73913043478261,98.2608695652174,64376838.6541255
20513,"Oaxaca","Santo Domingo Petapa",9037,4518,615,234,849,36,4.24028268551237,95.7597173144876,340805998.862392
20514,"Oaxaca","Santo Domingo Roayaga",943,490,74,26,100,5,5,95,56434301.7531447
20515,"Oaxaca","Santo Domingo Tehuantepec",67775,34911,4271,1818,6089,169,2.7754967975037,97.2245032024963,1202004670.05996
20516,"Oaxaca","Santo Domingo Teojomulco",5271,2666,396,152,548,20,3.64963503649635,96.3503649635037,225262174.010278
20517,"Oaxaca","Santo Domingo Tepuxtepec",6034,3227,496,203,699,30,4.29184549356223,95.7081545064378,113931660.203345
20518,"Oaxaca","Santo Domingo Tlatayápam",113,61,7,4,11,1,9.09090909090909,90.9090909090909,11858160.6169566
20519,"Oaxaca","Santo Domingo Tomaltepec",3386,1735,168,75,243,7,2.88065843621399,97.119341563786,30644481.496019
20520,"Oaxaca","Santo Domingo Tonalá",7395,3818,488,201,689,31,4.49927431059506,95.5007256894049,166256149.953852
20521,"Oaxaca","Santo Domingo Tonaltepec",250,117,7,7,14,NA,NA,NA,26618421.476745
20522,"Oaxaca","Santo Domingo Xagacía",1216,643,89,23,112,4,3.57142857142857,96.4285714285714,56633826.455265
20523,"Oaxaca","Santo Domingo Yanhuitlán",1638,864,118,31,149,2,1.34228187919463,98.6577181208054,69865956.9232197
20524,"Oaxaca","Santo Domingo Yodohino",327,156,12,3,15,1,6.66666666666667,93.3333333333333,36547497.1213019
20525,"Oaxaca","Santo Domingo Zanatepec",12539,6333,815,333,1148,27,2.35191637630662,97.6480836236934,648441613.349498
20526,"Oaxaca","Santos Reyes Nopala",16703,8772,1286,519,1805,64,3.54570637119114,96.4542936288089,226893191.910931
20527,"Oaxaca","Santos Reyes Pápalo",2492,1271,225,94,319,10,3.13479623824451,96.8652037617555,83686174.4289853
20528,"Oaxaca","Santos Reyes Tepejillo",908,479,61,16,77,NA,NA,NA,53148804.5957949
20529,"Oaxaca","Santos Reyes Yucuná",1474,743,132,76,208,15,7.21153846153846,92.7884615384615,61093974.6270313
20530,"Oaxaca","Santo Tomás Jalieza",3924,2059,232,111,343,18,5.24781341107872,94.7521865889213,70338096.5732061
20531,"Oaxaca","Santo Tomás Mazaltepec",2612,1349,162,55,217,7,3.2258064516129,96.7741935483871,44149526.3728641
20532,"Oaxaca","Santo Tomás Ocotepec",4066,2209,313,111,424,20,4.71698113207547,95.2830188679245,80315797.9894931
20533,"Oaxaca","Santo Tomás Tamazulapan",2726,1409,196,73,269,7,2.60223048327138,97.3977695167286,66807882.7507367
20534,"Oaxaca","San Vicente Coatlán",3515,1892,289,129,418,12,2.87081339712919,97.1291866028708,106361976.938962
20535,"Oaxaca","San Vicente Lachixío",3242,1765,287,95,382,12,3.1413612565445,96.8586387434555,136913930.662454
20536,"Oaxaca","San Vicente Nuñú",449,238,23,6,29,NA,NA,NA,71618278.0736071
20537,"Oaxaca","Silacayoápam",6710,3483,371,174,545,12,2.20183486238532,97.7981651376147,433002894.23025
20538,"Oaxaca","Sitio de Xitlapehua",713,361,46,15,61,3,4.91803278688525,95.0819672131148,18281630.9242954
20539,"Oaxaca","Soledad Etla",6348,3271,352,172,524,18,3.43511450381679,96.5648854961832,12511209.7181496
20540,"Oaxaca","Villa de Tamazulápam del Progreso",8326,4563,532,214,746,15,2.01072386058981,97.9892761394102,144389245.562548
20541,"Oaxaca","Tanetze de Zaragoza",1558,812,91,52,143,1,0.699300699300699,99.3006993006993,22545033.7476373
20542,"Oaxaca","Taniche",887,474,45,24,69,1,1.44927536231884,98.5507246376812,10795403.8375034
20543,"Oaxaca","Tataltepec de Valdés",6386,3274,468,195,663,33,4.97737556561086,95.0226244343891,221080102.15192
20544,"Oaxaca","Teococuilco de Marcos Pérez",1032,528,62,20,82,1,1.21951219512195,98.780487804878,133532892.401161
20545,"Oaxaca","Teotitlán de Flores Magón",10102,5308,682,304,986,29,2.94117647058824,97.0588235294118,144409789.582081
20546,"Oaxaca","Teotitlán del Valle",6392,3351,360,136,496,10,2.01612903225806,97.9838709677419,108227164.919975
20547,"Oaxaca","Teotongo",1005,544,66,31,97,1,1.03092783505155,98.9690721649485,45958248.4746212
20548,"Oaxaca","Tepelmeme Villa de Morelos",1977,1031,141,55,196,15,7.6530612244898,92.3469387755102,576009583.051035
20549,"Oaxaca","Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",11473,6049,716,272,988,34,3.4412955465587,96.5587044534413,488222947.065157
20550,"Oaxaca","San Jerónimo Tlacochahuaya",5774,3041,332,167,499,11,2.20440881763527,97.7955911823647,36783973.6638474
20551,"Oaxaca","Tlacolula de Matamoros",30277,15851,1801,797,2598,84,3.23325635103926,96.7667436489607,136162394.855384
20552,"Oaxaca","Tlacotepec Plumas",413,211,26,14,40,NA,NA,NA,56049207.1552118
20553,"Oaxaca","Tlalixtac de Cabrera",12083,6295,669,317,986,30,3.04259634888438,96.9574036511156,81796531.8493429
20554,"Oaxaca","Totontepec Villa de Morelos",5905,3052,444,165,609,24,3.94088669950739,96.0591133004926,267600086.918548
20555,"Oaxaca","Trinidad Zaachila",3419,1812,206,66,272,7,2.57352941176471,97.4264705882353,21379704.1300929
20556,"Oaxaca","La Trinidad Vista Hermosa",306,155,22,9,31,1,3.2258064516129,96.7741935483871,10848384.3888936
20557,"Oaxaca","Unión Hidalgo",14565,7458,819,361,1180,23,1.94915254237288,98.0508474576271,113176879.858478
20558,"Oaxaca","Valerio Trujano",1379,734,75,50,125,6,4.8,95.2,54883746.0982907
20559,"Oaxaca","San Juan Bautista Valle Nacional",23091,12064,1485,615,2100,68,3.23809523809524,96.7619047619048,686636983.048711
20560,"Oaxaca","Villa Díaz Ordaz",6467,3500,385,151,536,13,2.42537313432836,97.5746268656716,284261446.028526
20561,"Oaxaca","Yaxe",2954,1524,181,101,282,13,4.60992907801418,95.3900709219858,60193044.1315098
20562,"Oaxaca","Magdalena Yodocono de Porfirio Díaz",1682,869,114,51,165,8,4.84848484848485,95.1515151515152,39162385.171114
20563,"Oaxaca","Yogana",1255,644,57,29,86,4,4.65116279069767,95.3488372093023,65911941.3244796
20564,"Oaxaca","Yutanduchi de Guerrero",1195,618,91,34,125,7,5.6,94.4,64296987.0108082
20565,"Oaxaca","Villa de Zaachila",46474,24301,3134,1250,4384,134,3.05656934306569,96.9434306569343,81695974.8932228
20566,"Oaxaca","San Mateo Yucutindoo",3144,1558,216,91,307,5,1.62866449511401,98.371335504886,198441651.619236
20567,"Oaxaca","Zapotitlán Lagunas",3384,1740,229,83,312,15,4.80769230769231,95.1923076923077,306419085.84441
20568,"Oaxaca","Zapotitlán Palmas",1695,930,116,56,172,3,1.74418604651163,98.2558139534884,43973322.3133272
20569,"Oaxaca","Santa Inés de Zaragoza",1462,747,108,35,143,3,2.0979020979021,97.9020979020979,84044513.8106117
20570,"Oaxaca","Zimatlán de Álvarez",22112,11654,1389,627,2016,76,3.76984126984127,96.2301587301587,354925693.268393
21001,"Puebla","Acajete",72925,37738,5538,2244,7782,303,3.89360061680802,96.106399383192,177420170.630692
21002,"Puebla","Acateno",9225,4560,567,272,839,21,2.50297973778308,97.4970202622169,181348540.986168
21003,"Puebla","Acatlán",37982,20108,2422,970,3392,95,2.80070754716981,97.1992924528302,610486357.433464
21004,"Puebla","Acatzingo",63794,32783,4673,1979,6652,343,5.15634395670475,94.8436560432953,141005739.06107
21005,"Puebla","Acteopan",3070,1624,144,62,206,6,2.9126213592233,97.0873786407767,75361511.6844625
21006,"Puebla","Ahuacatlán",14542,7690,1076,474,1550,59,3.80645161290323,96.1935483870968,91605410.0729472
21007,"Puebla","Ahuatlán",3167,1599,227,74,301,15,4.98338870431894,95.0166112956811,185611409.587743
21008,"Puebla","Ahuazotepec",11439,5890,785,360,1145,30,2.62008733624454,97.3799126637555,60912657.1687155
21009,"Puebla","Ahuehuetitla",2210,1147,137,36,173,7,4.04624277456647,95.9537572254335,72480562.7183158
21010,"Puebla","Ajalpan",74780,38561,5785,2428,8213,368,4.48070132716425,95.5192986728357,395118719.291145
21011,"Puebla","Albino Zertuche",1885,999,143,50,193,1,0.518134715025907,99.4818652849741,79630506.883643
21012,"Puebla","Aljojuca",6591,3491,408,168,576,22,3.81944444444444,96.1805555555556,52455108.9862166
21013,"Puebla","Altepexi",22629,11740,1546,571,2117,107,5.0543221539915,94.9456778460085,47298503.3115057
21014,"Puebla","Amixtlán",4816,2541,315,165,480,18,3.75,96.25,44646054.1652924
21015,"Puebla","Amozoc",125894,64380,8561,3712,12273,534,4.35101442190174,95.6489855780983,143014023.305787
21016,"Puebla","Aquixtla",9021,4513,601,228,829,29,3.49819059107358,96.5018094089264,167299452.715985
21017,"Puebla","Atempan",29742,15463,2245,988,3233,151,4.67058459635014,95.3294154036499,48235048.0892176
21018,"Puebla","Atexcal",3861,2018,279,110,389,8,2.05655526992288,97.9434447300771,332666419.763254
21019,"Puebla","Atlixco",141853,74910,8512,3728,12240,282,2.30392156862745,97.6960784313726,294112942.12016
21020,"Puebla","Atoyatempan",7717,3933,542,229,771,34,4.40985732814527,95.5901426718547,27020809.4081373
21021,"Puebla","Atzala",1512,783,105,42,147,10,6.80272108843537,93.1972789115646,11378231.3394977
21022,"Puebla","Atzitzihuacán",12857,6832,882,344,1226,37,3.01794453507341,96.9820554649266,130203652.598472
21023,"Puebla","Atzitzintla",9056,4625,684,275,959,48,5.00521376433785,94.9947862356621,133549827.6081
21024,"Puebla","Axutla",991,510,52,21,73,3,4.10958904109589,95.8904109589041,188766836.01826
21025,"Puebla","Ayotoxco de Guerrero",8243,4228,540,233,773,36,4.65717981888745,95.3428201811125,107040060.00182
21026,"Puebla","Calpan",15280,7930,988,423,1411,56,3.96881644223955,96.0311835577605,67109255.5200901
21027,"Puebla","Caltepec",4141,2194,232,117,349,9,2.57879656160458,97.4212034383954,394045934.265559
21028,"Puebla","Camocuautla",2766,1387,199,109,308,1,0.324675324675325,99.6753246753247,16216696.8603707
21029,"Puebla","Caxhuacan",3811,1995,257,110,367,8,2.17983651226158,97.8201634877384,14031050.9835734
21030,"Puebla","Coatepec",772,400,45,20,65,2,3.07692307692308,96.9230769230769,12293724.450424
21031,"Puebla","Coatzingo",2820,1452,199,87,286,7,2.44755244755245,97.5524475524475,115490257.139535
21032,"Puebla","Cohetzala",1382,663,73,19,92,3,3.26086956521739,96.7391304347826,241419084.782697
21033,"Puebla","Cohuecan",5403,2854,362,137,499,10,2.00400801603206,97.9959919839679,47606371.6874436
21034,"Puebla","Coronango",46836,23839,2796,1125,3921,152,3.87656210150472,96.1234378984953,36851646.1506911
21035,"Puebla","Coxcatlán",20672,10863,1424,636,2060,89,4.32038834951456,95.6796116504854,250079222.848633
21036,"Puebla","Coyomeapan",14806,7863,1369,552,1921,77,4.00832899531494,95.9916710046851,229428353.813376
21037,"Puebla","Coyotepec",2334,1235,132,62,194,1,0.515463917525773,99.4845360824742,134163856.621572
21038,"Puebla","Cuapiaxtla de Madero",10556,5313,766,294,1060,39,3.67924528301887,96.3207547169811,23372300.9084339
21039,"Puebla","Cuautempan",9837,5178,744,289,1033,32,3.09777347531462,96.9022265246854,61521245.7051556
21040,"Puebla","Cuautinchán",12362,6228,901,386,1287,69,5.36130536130536,94.6386946386946,160770685.48316
21041,"Puebla","Cuautlancingo",137446,70478,7843,3295,11138,238,2.13682887412462,97.8631711258754,38262077.3496175
21042,"Puebla","Cuayuca de Andrade",3321,1684,191,83,274,9,3.28467153284672,96.7153284671533,199476692.034461
21043,"Puebla","Cuetzalan del Progreso",49888,25688,3576,1533,5109,211,4.12996672538657,95.8700332746134,182221081.778666
21044,"Puebla","Cuyoaco",17190,8910,1243,502,1745,59,3.3810888252149,96.6189111747851,302222773.487953
21045,"Puebla","Chalchicomula de Sesma",47721,24600,3027,1394,4421,138,3.1214657317349,96.8785342682651,390854093.839351
21046,"Puebla","Chapulco",8193,4256,617,239,856,40,4.67289719626168,95.3271028037383,87421253.8795287
21047,"Puebla","Chiautla",21741,11013,1362,557,1919,71,3.69984366857738,96.3001563314226,806725953.174078
21048,"Puebla","Chiautzingo",22049,11535,1453,641,2094,69,3.29512893982808,96.7048710601719,81322266.9428636
21049,"Puebla","Chiconcuautla",17382,8914,1521,682,2203,110,4.99319110304131,95.0068088969587,89865625.4446639
21050,"Puebla","Chichiquila",26928,13612,2252,1025,3277,171,5.21818736649374,94.7818126335063,109676815.264684
21051,"Puebla","Chietla",37046,19025,2285,917,3202,138,4.30980637101811,95.6901936289819,326531474.75422
21052,"Puebla","Chigmecatitlán",1215,679,71,37,108,3,2.77777777777778,97.2222222222222,26023970.8006423
21053,"Puebla","Chignahuapan",66539,34288,4402,1952,6354,216,3.39943342776204,96.600566572238,761918663.869667
21054,"Puebla","Chignautla",35233,18284,2682,1186,3868,171,4.42088934850052,95.5791106514995,148766103.513411
21055,"Puebla","Chila",5082,2656,318,155,473,19,4.0169133192389,95.9830866807611,129201745.477779
21056,"Puebla","Chila de la Sal",1320,681,72,22,94,2,2.12765957446809,97.8723404255319,141578987.935843
21057,"Puebla","Honey",6687,3482,462,225,687,29,4.22125181950509,95.7787481804949,63929981.9366929
21058,"Puebla","Chilchotla",21018,10588,1790,691,2481,107,4.31277710600564,95.6872228939944,146348159.124074
21059,"Puebla","Chinantla",2866,1458,186,72,258,2,0.775193798449612,99.2248062015504,88777248.5267806
21060,"Puebla","Domingo Arenas",7985,4141,529,272,801,38,4.74406991260924,95.2559300873908,16156550.8842106
21061,"Puebla","Eloxochitlán",14469,7391,1273,513,1786,52,2.91153415453527,97.0884658454647,99885352.4624456
21062,"Puebla","Epatlán",4959,2522,323,119,442,12,2.71493212669683,97.2850678733032,52311264.7797361
21063,"Puebla","Esperanza",14767,7668,1023,421,1444,51,3.53185595567867,96.4681440443213,79514453.7033703
21064,"Puebla","Francisco Z. Mena",17925,8933,1086,459,1545,54,3.49514563106796,96.504854368932,429861617.009796
21065,"Puebla","General Felipe Ángeles",22720,11712,1649,676,2325,98,4.21505376344086,95.7849462365591,91801474.789827
21066,"Puebla","Guadalupe",6459,3435,380,140,520,15,2.88461538461538,97.1153846153846,155500988.904326
21067,"Puebla","Guadalupe Victoria",18846,9575,1348,630,1978,120,6.06673407482305,93.933265925177,228774726.904989
21068,"Puebla","Hermenegildo Galeana",7011,3633,549,232,781,20,2.56081946222791,97.4391805377721,50648531.2683741
21069,"Puebla","Huaquechula",29241,15427,2143,741,2884,136,4.71567267683773,95.2843273231623,232077842.322715
21070,"Puebla","Huatlatlauca",6117,3319,396,163,559,19,3.39892665474061,96.6010733452594,168934412.257308
21071,"Puebla","Huauchinango",103960,55124,7258,3082,10340,268,2.59187620889749,97.4081237911025,251677616.882805
21072,"Puebla","Huehuetla",17082,8709,1255,546,1801,54,2.99833425874514,97.0016657412549,47745477.9445626
21073,"Puebla","Huehuetlán el Chico",9772,4962,585,243,828,32,3.86473429951691,96.1352657004831,138527368.501044
21074,"Puebla","Huejotzingo",90816,46716,5849,2545,8394,305,3.63354777221825,96.3664522277817,173476144.715662
21075,"Puebla","Hueyapan",13081,6821,1085,449,1534,49,3.19426336375489,96.8057366362451,75024585.5935563
21076,"Puebla","Hueytamalco",27651,13966,1809,778,2587,88,3.40162350212601,96.598376497874,320044244.172917
21077,"Puebla","Hueytlalpan",5959,3013,404,216,620,18,2.90322580645161,97.0967741935484,42252812.0400065
21078,"Puebla","Huitzilan de Serdán",15928,7836,1272,519,1791,112,6.2534896705751,93.7465103294249,69779850.862913
21079,"Puebla","Huitziltepec",5782,2981,395,192,587,16,2.72572402044293,97.2742759795571,50725979.788932
21080,"Puebla","Atlequizayan",2633,1405,178,94,272,5,1.83823529411765,98.1617647058823,12470328.2946129
21081,"Puebla","Ixcamilpa de Guerrero",4078,2117,250,112,362,16,4.41988950276243,95.5801104972376,309288272.052784
21082,"Puebla","Ixcaquixtla",8808,4610,581,256,837,30,3.584229390681,96.415770609319,107083188.1684
21083,"Puebla","Ixtacamaxtitlán",25337,12823,1845,761,2606,85,3.26170376055257,96.7382962394474,563389782.199869
21084,"Puebla","Ixtepec",6950,3580,534,240,774,38,4.90956072351421,95.0904392764858,19705909.1108187
21085,"Puebla","Izúcar de Matamoros",82854,43219,5285,2173,7458,230,3.0839367122553,96.9160632877447,538729912.942743
21086,"Puebla","Jalpan",12132,6327,896,353,1249,37,2.96236989591673,97.0376301040833,206503715.574553
21087,"Puebla","Jolalpan",13314,6887,930,359,1289,48,3.72381691233514,96.2761830876649,603310428.675935
21088,"Puebla","Jonotla",4462,2282,304,116,420,18,4.28571428571429,95.7142857142857,30078348.467373
21089,"Puebla","Jopala",12148,6310,890,349,1239,48,3.87409200968523,96.1259079903148,170834373.347231
21090,"Puebla","Juan C. Bonilla",23783,12308,1536,627,2163,93,4.2995839112344,95.7004160887656,22363904.4377543
21091,"Puebla","Juan Galindo",9832,5267,635,263,898,21,2.33853006681514,97.6614699331849,23046429.7661539
21092,"Puebla","Juan N. Méndez",5301,2738,361,158,519,21,4.04624277456647,95.9537572254335,225792041.539132
21093,"Puebla","Lafragua",7668,3941,567,225,792,39,4.92424242424242,95.0757575757576,180887372.646035
21094,"Puebla","Libres",37292,19141,2692,1124,3816,150,3.93081761006289,96.0691823899371,274962886.06925
21095,"Puebla","La Magdalena Tlatlauquitepec",653,325,41,17,58,4,6.89655172413793,93.1034482758621,11280553.6355821
21096,"Puebla","Mazapiltepec de Juárez",3207,1616,207,89,296,6,2.02702702702703,97.972972972973,55618431.54479
21097,"Puebla","Mixtla",2668,1398,170,70,240,2,0.833333333333333,99.1666666666667,9535572.3451451
21098,"Puebla","Molcaxac",6673,3491,444,206,650,24,3.69230769230769,96.3076923076923,157142950.504813
21099,"Puebla","Cañada Morelos",20662,10740,1417,608,2025,96,4.74074074074074,95.2592592592593,245369766.795202
21100,"Puebla","Naupan",9310,4986,685,291,976,42,4.30327868852459,95.6967213114754,61270759.4922793
21101,"Puebla","Nauzontla",3317,1771,215,91,306,5,1.63398692810458,98.3660130718954,27701293.4438366
21102,"Puebla","Nealtican",14075,7256,996,424,1420,70,4.92957746478873,95.0704225352113,18936923.0904646
21103,"Puebla","Nicolás Bravo",6668,3398,445,225,670,29,4.32835820895522,95.6716417910448,108741461.473025
21104,"Puebla","Nopalucan",32797,16862,2399,1030,3429,170,4.95771361913094,95.0422863808691,168008700.691668
21105,"Puebla","Ocotepec",5077,2644,371,130,501,11,2.19560878243513,97.8043912175649,67373251.2900616
21106,"Puebla","Ocoyucan",42669,22235,2725,1154,3879,171,4.40835266821346,95.5916473317865,120154267.52259
21107,"Puebla","Olintla",11997,6154,928,413,1341,39,2.9082774049217,97.0917225950783,63226148.3741684
21108,"Puebla","Oriental",20002,10217,1443,542,1985,85,4.28211586901763,95.7178841309824,240306340.42265
21109,"Puebla","Pahuatlán",20274,10600,1507,610,2117,81,3.82616910722721,96.1738308927728,98738873.3028589
21110,"Puebla","Palmar de Bravo",50261,25623,3649,1573,5222,261,4.99808502489468,95.0019149751053,363376519.239991
21111,"Puebla","Pantepec",18574,9589,1172,509,1681,76,4.52111838191553,95.4788816180845,220926555.609675
21112,"Puebla","Petlalcingo",9355,4857,603,254,857,28,3.26721120186698,96.732788798133,233602743.128493
21113,"Puebla","Piaxtla",4645,2365,262,108,370,13,3.51351351351351,96.4864864864865,221890710.435243
21114,"Puebla","Puebla",1692211,882690,87957,40745,128702,3698,2.87330422215661,97.1266957778434,536939402.865846
21115,"Puebla","Quecholac",58078,29604,4291,1879,6170,314,5.08914100486224,94.9108589951378,187407365.356153
21116,"Puebla","Quimixtlán",22855,11753,1918,797,2715,99,3.64640883977901,96.353591160221,167633554.618785
21117,"Puebla","Rafael Lara Grajales",15952,8327,1113,484,1597,90,5.63556668753914,94.3644333124609,4125338.85043796
21118,"Puebla","Los Reyes de Juárez",30026,15409,2351,943,3294,178,5.40376442015786,94.5962355798421,30867502.308851
21119,"Puebla","San Andrés Cholula",154448,80176,7833,3799,11632,233,2.00309491059147,97.9969050894085,63411668.8863542
21120,"Puebla","San Antonio Cañada",5938,3147,437,161,598,18,3.01003344481605,96.9899665551839,80292672.9403615
21121,"Puebla","San Diego la Mesa Tochimiltzingo",1270,644,87,29,116,6,5.17241379310345,94.8275862068966,133431946.970368
21122,"Puebla","San Felipe Teotlalcingo",11076,5714,704,312,1016,48,4.7244094488189,95.2755905511811,39507300.8814125
21123,"Puebla","San Felipe Tepatlán",3793,1964,295,116,411,10,2.4330900243309,97.5669099756691,45281821.8791695
21124,"Puebla","San Gabriel Chilac",15954,8385,1004,398,1402,59,4.20827389443652,95.7917261055635,109621349.107073
21125,"Puebla","San Gregorio Atzompa",9671,4989,550,235,785,28,3.56687898089172,96.4331210191083,11825175.8913001
21126,"Puebla","San Jerónimo Tecuanipan",6598,3472,433,193,626,33,5.27156549520767,94.7284345047923,39953377.8697394
21127,"Puebla","San Jerónimo Xayacatlán",3606,1863,192,88,280,2,0.714285714285714,99.2857142857143,143447866.721847
21128,"Puebla","San José Chiapa",10481,5327,769,286,1055,54,5.11848341232228,94.8815165876777,177551988.281812
21129,"Puebla","San José Miahuatlán",14018,7298,956,384,1340,51,3.80597014925373,96.1940298507463,336388507.371796
21130,"Puebla","San Juan Atenco",3607,1943,247,86,333,5,1.5015015015015,98.4984984984985,96547795.6516614
21131,"Puebla","San Juan Atzompa",977,466,58,30,88,2,2.27272727272727,97.7272727272727,24820880.684668
21132,"Puebla","San Martín Texmelucan",155751,80811,9567,4183,13750,528,3.84,96.16,89838214.2122866
21133,"Puebla","San Martín Totoltepec",692,334,26,18,44,NA,NA,NA,7230681.27312636
21134,"Puebla","San Matías Tlalancaleca",20998,10752,1249,509,1758,66,3.7542662116041,96.2457337883959,50879964.7944033
21135,"Puebla","San Miguel Ixitlán",540,262,30,4,34,1,2.94117647058824,97.0588235294118,73015722.4286191
21136,"Puebla","San Miguel Xoxtla",12463,6371,766,365,1131,32,2.82935455349248,97.1706454465075,8344736.47961333
21137,"Puebla","San Nicolás Buenos Aires",10479,5331,709,315,1024,40,3.90625,96.09375,211065254.268241
21138,"Puebla","San Nicolás de los Ranchos",11782,6037,756,318,1074,43,4.00372439478585,95.9962756052142,162647468.970924
21139,"Puebla","San Pablo Anicano",3767,1954,227,88,315,16,5.07936507936508,94.9206349206349,97193183.7338749
21140,"Puebla","San Pedro Cholula",138448,71973,7392,3453,10845,366,3.37482710926694,96.6251728907331,77141442.4969049
21141,"Puebla","San Pedro Yeloixtlahuaca",3495,1794,222,66,288,7,2.43055555555556,97.5694444444444,175632387.016044
21142,"Puebla","San Salvador el Seco",30754,15625,2107,854,2961,135,4.55927051671733,95.4407294832827,220962313.675208
21143,"Puebla","San Salvador el Verde",34894,17917,2259,1036,3295,124,3.76327769347496,96.236722306525,111264850.260833
21144,"Puebla","San Salvador Huixcolotla",16847,8614,1205,458,1663,70,4.2092603728202,95.7907396271798,23901012.7711733
21145,"Puebla","San Sebastián Tlacotepec",13194,6695,1137,469,1606,59,3.67372353673724,96.3262764632628,237499326.546972
21146,"Puebla","Santa Catarina Tlaltempan",749,377,39,14,53,NA,NA,NA,47698618.5398825
21147,"Puebla","Santa Inés Ahuatempan",6376,3300,422,156,578,14,2.42214532871972,97.5778546712803,287194782.765302
21148,"Puebla","Santa Isabel Cholula",11498,5885,757,328,1085,44,4.05529953917051,95.9447004608295,32884603.6622856
21149,"Puebla","Santiago Miahuatlán",30322,15629,2158,975,3133,153,4.8834982444941,95.1165017555059,94290383.1009628
21150,"Puebla","Huehuetlán el Grande",6105,3159,433,192,625,30,4.8,95.2,180914671.314604
21151,"Puebla","Santo Tomás Hueyotlipan",9327,4781,604,271,875,30,3.42857142857143,96.5714285714286,19467736.8132967
